delivery or takeout,Grubhub enabled,Call To Action enabled,Request a Quote Enabled,Covid Banner,Temporary Closed Until,stars,review_count,is_closed_2021,curbside_drop_off_during_covid_19,takeout_during_covid_19,drive_thru_during_covid_19,delivery_during_covid_19,mobile_services_during_covid_19
True,False,False,False,False,False,3.5,22,False,False,False,False,False,False
True,False,True,False,False,False,2.5,54,False,False,False,False,False,False
True,False,True,False,False,False,2.0,16,False,False,False,False,False,False
True,False,True,False,False,False,1.5,9,False,False,False,False,False,False
True,False,True,False,False,False,1.5,40,False,False,False,False,False,False
True,True,True,False,False,False,1.5,24,False,False,False,False,False,False
True,True,False,False,False,False,3.5,41,False,False,False,False,False,False
True,True,True,False,True,False,3.0,4,False,False,True,True,True,False
True,True,True,False,False,False,4.5,141,False,False,True,False,False,False
True,False,False,False,False,False,2.5,21,False,False,False,False,False,False
True,True,True,False,False,False,3.0,209,False,False,False,False,False,False
True,False,True,False,False,False,3.0,40,False,False,False,False,False,False
True,True,True,False,True,False,2.0,22,False,False,True,True,True,False
True,True,True,False,True,False,2.5,12,False,False,True,True,True,False
True,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,True,False,False,False,False,3.5,13,False,False,False,False,False,False
True,True,True,False,False,False,1.5,6,False,False,False,False,False,False
False,False,False,False,False,False,2.0,3,False,False,False,False,False,False
True,True,True,False,False,False,3.5,13,False,False,True,False,True,False
True,False,False,False,False,False,2.5,7,False,False,False,False,False,False
True,False,False,False,False,False,2.5,11,False,False,False,False,False,False
False,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,True,False,False,False,False,2.0,14,False,False,False,False,False,False
True,True,True,False,False,False,3.0,42,False,False,False,False,False,False
True,False,False,False,False,False,4.5,23,False,False,False,False,False,False
True,True,False,False,False,False,3.5,7,False,False,False,False,False,False
True,False,False,False,False,False,1.5,7,False,False,False,False,False,False
True,False,False,False,False,False,1.5,3,False,False,False,False,False,False
True,False,False,False,False,False,2.5,6,False,False,False,False,False,False
True,True,True,False,False,False,2.0,19,False,False,False,False,False,False
True,False,True,False,False,False,2.5,20,False,False,False,False,False,False
False,False,False,False,False,False,3.5,57,False,False,False,False,False,False
True,False,True,False,False,False,2.5,55,False,False,False,False,False,False
True,False,True,False,False,False,2.0,38,False,False,False,False,False,False
True,True,False,False,False,False,2.0,52,False,False,False,False,False,False
True,True,True,False,True,False,3.0,55,False,False,True,True,True,False
True,False,True,False,False,False,4.0,127,False,False,False,False,False,False
True,True,True,False,False,False,2.5,13,False,False,True,False,False,False
True,False,True,False,False,False,3.0,5,False,False,False,False,False,False
True,False,True,False,False,False,4.0,47,False,False,False,False,False,False
True,True,True,False,False,False,1.5,5,False,False,False,False,False,False
True,False,False,False,False,False,3.5,13,False,False,False,False,False,False
True,False,False,False,False,False,1.5,35,False,False,False,False,False,False
False,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,False,False,False,False,False,2.5,7,False,False,False,False,False,False
True,False,False,False,False,False,2.0,4,False,False,False,False,False,False
True,False,True,False,False,False,3.5,10,False,False,False,False,False,False
True,True,True,False,False,False,2.0,8,False,False,True,False,True,False
False,False,False,False,False,False,2.0,5,False,False,False,False,False,False
True,False,False,False,False,False,2.5,7,False,False,False,False,False,False
True,True,True,False,False,False,3.0,5,False,False,False,False,False,False
True,False,True,False,False,False,1.5,50,False,False,False,False,False,False
True,True,False,False,False,False,2.0,15,False,False,False,False,False,False
True,True,False,False,False,False,4.0,25,False,False,False,False,False,False
True,True,True,False,True,False,2.5,66,False,False,True,True,True,False
True,False,True,False,False,False,2.0,37,False,False,False,False,False,False
False,False,False,False,False,False,3.5,5,False,False,False,False,False,False
True,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,False,True,False,True,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,3.5,8,False,False,False,False,False,False
True,False,False,False,False,False,5.0,3,False,False,False,False,False,False
False,False,False,False,True,True,4.5,55,False,False,False,False,False,False
True,False,False,False,False,False,3.0,12,False,False,False,False,False,False
True,False,True,False,False,False,2.0,40,False,False,False,False,False,False
True,False,False,False,False,False,4.0,14,False,False,False,False,False,False
True,True,False,False,False,False,3.5,144,False,False,False,False,False,False
True,False,True,False,False,False,2.5,54,False,False,False,False,False,False
True,False,True,False,False,False,2.0,20,False,False,False,False,False,False
True,True,True,False,True,False,2.5,16,False,False,False,True,True,False
True,True,True,False,True,False,2.5,13,False,False,False,True,True,False
True,True,True,False,False,False,4.0,38,False,False,True,False,False,False
True,False,True,False,False,False,2.5,5,False,False,False,False,False,False
True,False,True,False,False,False,2.0,12,False,False,False,False,False,False
True,False,False,False,False,False,4.0,16,False,False,False,False,False,False
False,False,False,False,False,False,1.0,6,False,False,False,False,False,False
True,False,False,False,False,False,3.0,6,False,False,False,False,False,False
True,True,True,False,False,False,2.0,21,False,False,False,False,False,False
True,True,True,False,False,False,2.0,22,False,False,True,False,True,False
True,True,True,False,False,False,3.0,19,False,False,False,False,False,False
True,True,True,False,False,False,4.0,83,True,False,False,False,False,False
True,True,True,False,True,False,1.0,14,False,False,False,True,True,False
True,True,True,False,True,False,3.5,17,False,False,False,True,True,False
True,True,True,False,False,False,3.0,16,False,False,False,False,False,False
True,False,False,False,False,False,4.5,17,True,False,False,False,False,False
True,True,True,False,False,False,2.5,26,False,False,False,False,False,False
True,False,True,False,False,False,4.0,4,False,False,False,False,False,False
True,True,True,False,False,False,2.0,8,False,False,True,False,False,False
True,True,False,False,False,False,3.0,207,False,False,False,False,False,False
True,True,False,False,False,False,3.5,284,False,False,False,False,False,False
True,True,True,False,False,False,2.0,35,False,False,False,False,False,False
True,True,True,False,False,False,2.0,82,False,False,False,False,False,False
True,True,True,False,True,False,3.5,19,False,False,True,True,False,False
True,True,True,False,True,False,1.5,63,False,False,True,False,True,False
True,True,False,False,False,False,1.5,53,False,False,False,False,False,False
True,False,True,False,False,False,2.5,20,False,False,False,False,False,False
True,False,True,False,False,False,1.0,21,False,False,False,False,False,False
True,False,False,False,False,False,2.0,5,False,False,False,False,False,False
True,False,True,False,False,False,2.0,6,False,False,True,False,False,False
True,True,True,False,False,False,2.5,21,False,False,True,False,False,False
True,False,True,False,False,False,3.5,3,False,False,False,False,False,False
True,True,True,False,False,False,4.0,273,False,False,False,False,False,False
True,False,True,False,False,False,2.0,4,False,False,False,False,False,False
True,False,True,False,False,False,2.0,5,False,False,False,False,False,False
True,False,True,False,False,False,2.5,9,False,False,False,False,False,False
True,False,True,False,False,False,3.5,30,False,False,False,False,False,False
True,False,True,False,True,False,1.5,11,False,False,False,False,False,False
True,True,True,False,True,False,2.0,61,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,True,False,False,False,2.0,16,True,False,False,False,False,False
True,True,True,False,False,False,2.5,31,True,False,False,False,False,False
True,False,False,False,False,False,1.5,3,True,False,False,False,False,False
True,False,False,False,False,False,1.0,3,False,False,False,False,False,False
True,False,True,False,False,False,2.0,7,False,False,False,False,False,False
False,False,False,False,False,False,1.0,3,False,False,False,False,False,False
True,False,True,False,False,False,1.0,3,False,False,False,False,False,False
False,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,True,True,False,False,False,2.0,12,False,False,True,False,False,False
False,False,False,False,False,False,2.0,9,True,False,False,False,False,False
True,True,False,False,False,False,1.5,77,False,False,False,False,False,False
True,True,False,False,False,False,2.5,18,False,False,False,False,False,False
True,False,False,False,False,False,3.5,29,False,False,False,False,False,False
True,True,True,False,False,False,2.5,7,False,False,True,False,False,False
True,False,True,False,False,False,3.0,3,False,False,True,False,False,False
True,False,True,False,False,False,2.0,34,False,False,False,False,False,False
True,False,True,False,True,False,2.5,23,False,False,False,False,False,False
True,False,True,False,False,False,3.0,6,True,False,True,False,False,False
True,True,True,False,False,False,4.0,11,False,False,False,False,False,False
True,True,True,False,False,False,2.0,4,False,False,True,False,False,False
True,False,False,False,False,False,3.0,4,False,False,False,False,False,False
True,True,True,False,False,False,1.5,33,False,False,False,False,False,False
True,False,True,False,False,False,1.5,9,False,False,False,False,False,False
True,False,True,False,False,False,1.5,4,False,False,False,False,False,False
True,True,True,False,False,False,3.5,65,False,False,False,False,False,False
True,False,True,False,True,False,2.0,30,False,False,False,False,False,False
True,True,False,False,True,False,4.0,108,False,False,False,False,False,False
True,True,True,False,False,False,3.0,111,False,False,False,False,False,False
True,False,False,False,False,False,3.0,65,False,False,False,False,False,False
True,True,False,False,False,False,2.0,30,False,False,False,False,False,False
True,False,True,False,False,False,2.0,13,False,False,False,False,False,False
True,True,False,False,False,False,3.5,89,False,False,False,False,False,False
True,False,True,False,False,False,2.5,38,False,False,False,False,False,False
True,True,True,False,False,False,2.0,12,False,False,True,False,False,False
True,False,True,False,False,False,2.0,8,False,False,True,False,False,False
True,True,True,False,False,False,4.5,11,False,False,True,False,False,False
True,False,True,False,False,False,2.5,10,True,False,False,False,False,False
True,True,False,False,False,False,1.5,9,False,False,False,False,False,False
True,False,True,False,False,False,3.0,5,False,False,True,False,False,False
True,True,False,False,False,False,4.5,21,False,False,False,False,False,False
True,False,True,False,False,False,2.0,42,False,False,False,False,False,False
True,False,True,False,False,False,2.5,13,False,False,False,False,False,False
True,False,False,False,False,False,4.0,9,False,False,False,False,False,False
True,True,False,False,False,False,1.5,18,False,False,False,False,False,False
True,False,True,False,False,False,2.5,42,False,False,False,False,False,False
True,False,True,False,False,False,1.5,93,False,False,False,False,False,False
True,True,True,False,False,False,3.0,25,False,False,True,False,True,False
True,False,True,False,False,False,1.5,60,False,False,False,False,False,False
True,True,True,False,False,False,4.0,26,False,False,True,False,True,False
True,False,True,False,False,False,2.5,65,False,True,True,True,False,False
True,True,True,False,True,False,2.5,7,False,False,True,True,True,False
True,True,True,False,False,False,3.0,40,False,False,True,False,True,False
True,False,True,False,False,False,1.5,7,False,False,False,False,False,False
True,False,False,False,False,False,1.5,4,False,False,False,False,False,False
True,False,True,False,False,False,3.5,5,False,False,False,False,False,False
True,True,True,False,False,False,3.5,22,True,False,False,False,False,False
True,False,True,False,False,False,2.5,3,False,False,False,False,False,False
True,False,False,False,False,False,2.0,4,False,False,False,False,False,False
True,True,False,False,False,False,3.5,4,False,False,False,False,False,False
True,False,True,False,False,False,1.5,10,False,False,False,False,False,False
True,False,False,False,False,False,2.5,35,False,False,False,False,False,False
True,False,False,False,False,False,3.5,6,False,False,False,False,False,False
True,True,True,False,False,False,3.5,29,False,False,True,False,True,False
True,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,True,True,False,False,False,3.0,3,False,False,True,False,False,False
True,False,True,False,False,False,2.0,4,False,False,False,False,False,False
True,False,True,False,True,False,3.0,38,False,False,True,False,True,False
True,True,False,False,False,False,3.5,307,False,False,False,False,False,False
True,True,True,False,True,False,2.5,36,False,False,False,True,True,False
True,False,False,False,False,False,4.0,23,False,False,False,False,False,False
True,False,False,False,False,False,2.0,6,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,False,False,False,False,3.0,10,True,False,False,False,False,False
True,False,True,False,False,False,2.5,12,False,False,False,False,False,False
True,False,False,False,False,False,3.5,9,False,False,False,False,False,False
True,False,True,False,False,False,1.5,89,False,False,False,False,False,False
True,True,False,False,False,False,2.5,41,False,False,False,False,False,False
True,False,True,False,True,False,2.0,7,False,False,False,False,False,False
True,True,False,False,False,False,2.5,53,False,False,False,False,False,False
True,True,True,False,True,False,2.5,26,False,False,True,False,True,False
True,False,True,False,True,False,1.5,40,False,False,True,True,True,False
True,False,True,False,False,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,2.5,33,False,True,True,True,False,False
True,True,True,False,False,False,2.5,14,False,False,False,False,False,False
True,False,False,False,False,False,4.0,10,False,False,False,False,False,False
True,False,True,False,False,False,2.5,61,False,False,False,False,False,False
True,True,False,False,False,False,1.5,19,False,False,False,False,False,False
True,False,False,False,False,False,2.5,28,False,False,False,False,False,False
True,False,True,False,False,False,2.0,17,False,False,False,False,False,False
True,True,False,False,False,False,4.5,24,False,False,False,False,False,False
True,True,False,False,False,False,3.5,56,False,False,False,False,False,False
True,False,True,False,False,False,4.0,9,False,False,False,False,False,False
True,False,True,False,False,False,3.0,19,False,False,False,False,False,False
True,True,True,False,False,False,1.5,10,False,False,False,False,False,False
True,False,True,False,False,False,2.0,33,False,False,False,False,False,False
True,True,False,False,False,False,4.5,14,False,False,False,False,False,False
True,True,True,False,False,False,4.0,103,False,False,True,False,True,False
True,True,True,False,True,False,1.0,4,False,False,True,True,True,False
True,True,False,False,True,False,4.5,108,False,False,False,False,False,False
True,True,True,False,True,False,4.5,834,False,False,False,False,False,False
True,True,False,False,False,False,4.0,296,False,False,False,False,False,False
True,False,True,False,True,False,1.5,10,False,False,False,True,True,False
False,False,True,False,False,False,2.0,8,False,False,False,False,False,False
True,False,True,False,False,False,2.0,41,False,False,False,False,False,False
True,False,True,False,False,False,2.0,11,False,False,False,False,False,False
True,False,True,False,False,False,3.5,51,False,False,False,False,False,False
True,False,False,False,False,False,3.0,9,False,False,False,False,False,False
True,False,True,False,False,False,3.0,23,False,False,False,False,False,False
True,False,True,False,True,False,1.0,29,False,False,False,True,True,False
True,False,True,False,False,False,2.5,133,False,False,False,False,False,False
True,True,False,False,False,False,4.5,63,False,False,False,False,False,False
True,True,True,False,True,False,3.0,29,False,False,False,True,True,False
True,False,False,False,False,False,4.0,39,False,False,False,False,False,False
True,False,True,False,False,False,2.5,182,False,True,True,True,False,False
True,False,True,False,False,False,3.5,8,False,False,False,False,False,False
True,False,True,False,True,False,2.0,26,False,False,False,False,False,False
True,True,False,False,False,False,3.5,170,False,False,False,False,False,False
True,True,True,False,False,False,1.5,26,False,False,False,False,False,False
True,False,False,False,False,False,2.5,14,False,False,False,False,False,False
True,True,True,False,True,False,2.5,12,False,False,True,False,True,False
True,False,True,False,False,False,4.0,77,False,False,False,False,False,False
True,False,True,False,False,False,2.5,8,False,False,False,False,False,False
True,True,False,False,False,False,2.0,29,False,False,False,False,False,False
True,True,False,False,False,False,2.5,19,False,False,False,False,False,False
True,True,True,False,False,False,4.0,151,False,False,False,False,False,False
True,True,False,False,False,False,3.0,12,False,False,False,False,False,False
True,True,False,False,False,False,3.5,30,False,False,False,False,False,False
True,True,True,False,True,False,2.5,39,False,False,False,True,True,False
True,False,False,False,False,False,2.0,3,False,False,False,False,False,False
True,True,True,False,False,False,1.5,17,False,False,False,False,False,False
True,True,True,False,False,True,2.0,22,False,False,True,False,True,False
True,True,True,False,False,False,2.0,4,False,False,False,False,False,False
True,True,True,False,False,False,3.0,11,False,False,False,False,False,False
True,True,True,False,False,False,4.0,4,False,False,True,False,False,False
True,False,True,False,False,False,1.0,3,False,False,True,False,False,False
True,False,True,False,False,False,3.5,8,False,False,False,False,False,False
True,True,True,False,True,False,2.0,40,False,False,False,False,False,False
True,False,True,False,False,False,3.5,5,False,False,False,False,False,False
True,False,True,False,False,False,2.0,3,False,False,False,False,False,False
True,True,True,False,True,False,1.5,33,False,False,False,False,False,False
True,True,True,False,True,False,2.5,31,False,False,True,False,True,False
True,False,False,False,False,False,2.5,20,False,False,False,False,False,False
True,False,True,False,False,False,2.0,17,False,False,False,False,False,False
True,False,True,False,False,False,4.0,29,False,False,False,False,False,False
True,False,True,False,False,False,3.5,4,False,False,False,False,False,False
True,False,True,False,False,False,4.0,17,False,False,False,False,False,False
True,False,True,False,False,False,2.0,37,False,False,False,False,False,False
True,False,False,False,False,False,3.0,8,False,False,False,False,False,False
True,True,False,False,False,False,3.5,40,False,False,False,False,False,False
True,True,True,False,False,False,3.5,10,False,False,False,False,False,False
True,False,True,False,False,False,1.5,29,False,False,False,False,False,False
True,True,True,False,True,False,2.5,20,False,False,False,True,True,False
True,True,True,False,False,False,2.0,35,False,False,False,False,False,False
True,False,True,False,True,False,3.0,166,True,False,True,False,True,False
True,True,True,False,True,False,1.5,109,False,False,True,False,True,False
True,True,False,False,False,False,4.0,5,False,False,False,False,False,False
True,False,False,False,False,False,2.0,5,False,False,False,False,False,False
True,False,False,False,False,False,2.0,3,False,False,False,False,False,False
True,False,True,False,False,False,4.0,9,False,False,True,False,True,False
True,False,True,False,False,False,1.5,23,False,False,False,False,False,False
True,True,False,False,False,False,3.0,7,False,False,False,False,False,False
True,True,False,False,False,False,1.5,7,False,False,False,False,False,False
True,False,False,False,False,False,4.0,29,False,False,False,False,False,False
True,False,False,False,False,False,2.5,47,False,False,False,False,False,False
True,False,False,False,False,False,2.5,102,False,False,False,False,False,False
True,False,False,False,False,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,3.5,6,False,False,True,False,False,False
True,True,True,False,True,False,2.0,33,False,False,False,False,False,False
True,False,True,False,False,False,2.5,3,False,False,True,False,False,False
True,True,False,False,False,False,3.0,9,False,False,False,False,False,False
True,True,True,False,True,False,2.5,54,False,False,False,False,False,False
True,False,True,False,False,False,1.5,14,False,True,True,True,False,False
True,False,True,False,False,False,3.0,8,False,False,False,False,False,False
True,True,True,False,True,False,2.5,34,False,False,True,True,True,False
True,True,True,False,False,False,2.0,20,False,False,False,False,False,False
True,False,True,False,False,False,3.5,11,False,False,False,False,False,False
True,True,True,False,False,False,3.0,20,False,False,False,False,False,False
True,False,True,False,False,False,4.5,3,False,False,True,False,False,False
True,True,True,False,False,False,2.0,14,False,False,False,False,False,False
True,True,False,False,False,False,4.0,21,False,False,False,False,False,False
True,False,False,False,False,False,3.0,70,False,False,False,False,False,False
True,False,True,False,False,False,2.5,8,False,False,False,False,False,False
True,False,True,False,False,False,2.0,9,False,False,False,False,False,False
True,True,False,False,False,False,4.0,133,False,False,False,False,False,False
True,False,True,False,False,False,2.0,19,False,False,False,False,False,False
True,False,True,False,False,False,3.0,8,False,False,False,False,False,False
True,False,True,False,False,False,2.0,13,False,False,False,False,False,False
True,True,False,False,False,False,1.5,20,False,False,False,False,False,False
True,False,True,False,False,False,1.5,26,False,False,False,False,False,False
True,True,True,False,False,False,2.5,13,False,False,True,False,False,False
True,True,False,False,True,False,4.5,12,False,False,False,False,False,False
True,False,False,False,False,False,3.5,5,False,False,False,False,False,False
True,False,False,False,False,False,3.0,85,False,False,False,False,False,False
True,True,True,False,True,False,4.0,110,False,False,True,False,True,False
True,True,True,False,True,False,2.0,15,False,False,False,False,False,False
True,True,True,False,True,False,2.5,7,False,False,True,True,True,False
True,False,True,False,False,False,4.0,32,False,False,False,False,False,False
True,False,True,False,False,False,2.5,34,False,False,False,False,False,False
True,False,False,False,False,False,3.5,16,False,False,False,False,False,False
True,True,False,False,False,False,3.5,11,False,False,False,False,False,False
True,True,True,False,False,False,2.0,13,False,False,False,False,False,False
True,False,False,False,False,False,3.0,27,False,False,False,False,False,False
True,True,False,False,False,False,3.5,16,False,False,False,False,False,False
True,True,True,False,False,False,3.0,3,False,False,False,False,False,False
True,False,True,False,False,False,2.0,8,False,False,False,False,False,False
True,False,False,False,False,False,4.0,7,False,False,False,False,False,False
True,False,False,False,False,False,3.0,6,True,False,False,False,False,False
True,False,True,False,False,False,3.5,15,False,False,False,False,False,False
True,False,False,False,False,False,3.0,9,False,False,False,False,False,False
True,False,True,False,False,False,2.0,22,True,False,False,False,False,False
True,False,False,False,False,False,1.5,4,False,False,False,False,False,False
True,False,True,False,False,False,2.0,7,False,False,False,False,False,False
True,False,True,False,False,False,2.5,6,False,False,False,False,False,False
True,False,False,False,False,False,3.0,19,False,False,False,False,False,False
True,False,False,False,False,False,4.0,8,False,False,False,False,False,False
True,True,True,False,False,False,2.5,10,False,False,True,False,False,False
True,False,False,False,False,False,3.5,55,False,False,False,False,False,False
True,True,True,False,True,False,2.5,13,False,False,False,True,True,False
True,False,True,False,False,False,2.5,17,False,False,False,False,False,False
True,False,True,False,False,False,3.5,26,False,False,False,False,False,False
True,True,True,False,False,False,2.5,61,False,False,False,False,False,False
True,False,True,False,False,False,2.5,6,False,False,False,False,False,False
True,False,False,False,False,False,3.0,13,False,False,False,False,False,False
True,False,False,False,False,False,1.5,3,False,False,False,False,False,False
True,True,True,False,False,False,2.0,27,False,False,False,False,False,False
True,False,True,False,False,False,3.5,35,False,False,False,False,False,False
True,False,True,False,False,False,3.0,16,False,False,False,False,False,False
True,False,True,False,False,False,4.0,12,False,False,False,False,False,False
True,False,False,False,False,False,4.0,23,False,False,False,False,False,False
True,True,True,False,False,False,4.0,13,False,False,False,False,False,False
True,False,True,False,False,False,2.5,16,False,False,False,False,False,False
True,True,True,False,True,False,1.0,9,False,False,False,True,True,False
True,False,False,False,False,False,4.0,7,False,False,False,False,False,False
True,False,True,False,False,False,4.0,63,False,False,False,False,False,False
True,False,False,False,False,False,3.5,12,False,False,False,False,False,False
True,False,True,False,False,False,2.5,11,False,False,False,False,False,False
True,False,True,False,False,False,3.0,16,False,False,False,False,False,False
True,False,True,False,True,False,3.5,23,False,False,False,False,False,False
True,True,False,False,True,True,3.5,104,True,False,False,False,False,False
True,False,False,False,False,False,3.5,8,False,False,False,False,False,False
True,False,False,False,False,False,4.0,3,False,False,False,False,False,False
True,False,True,False,False,False,2.0,17,False,False,False,False,False,False
True,False,False,False,False,False,2.5,4,False,False,False,False,False,False
True,False,True,False,True,False,1.5,50,False,False,False,False,False,False
True,True,True,False,True,False,3.5,25,False,False,False,True,True,False
True,True,True,False,False,False,1.0,9,False,False,False,False,False,False
True,False,False,False,False,False,4.0,16,False,False,False,False,False,False
True,False,True,False,False,False,3.0,43,False,False,False,False,False,False
True,False,True,False,False,False,3.0,32,False,False,False,False,False,False
True,True,True,False,True,False,2.0,60,False,False,True,False,True,False
True,False,False,False,False,False,2.5,3,False,False,False,False,False,False
True,False,False,False,False,False,5.0,4,False,False,False,False,False,False
True,False,False,False,False,False,3.5,52,False,False,False,False,False,False
True,False,False,False,False,False,3.5,9,False,False,False,False,False,False
True,False,True,False,False,False,3.5,13,False,False,False,False,False,False
True,False,False,False,False,False,3.0,236,False,False,False,False,False,False
True,True,True,False,False,False,3.0,504,False,False,False,False,False,False
True,False,True,False,False,False,1.5,65,False,False,False,False,False,False
True,True,False,False,False,False,2.5,34,False,False,False,False,False,False
True,False,False,False,False,False,3.0,65,False,False,False,False,False,False
True,False,True,False,False,False,4.0,5,False,False,True,False,False,False
True,False,False,False,False,False,2.5,4,False,False,False,False,False,False
True,True,True,False,False,False,2.5,29,False,False,False,False,False,False
True,True,True,False,True,False,3.5,102,False,False,True,False,True,False
True,False,True,False,False,False,1.5,7,False,False,False,False,False,False
True,True,True,False,False,False,4.0,85,False,False,False,False,False,False
True,True,True,False,True,False,2.5,41,False,False,False,True,True,False
True,False,False,False,False,False,3.0,6,False,False,False,False,False,False
True,True,True,False,False,False,2.0,106,False,False,True,False,True,False
True,False,False,False,False,False,2.0,6,False,False,False,False,False,False
True,True,True,False,True,False,3.0,42,False,False,False,False,False,False
True,True,True,False,False,False,3.5,28,False,False,True,False,True,False
True,False,False,False,False,False,2.0,34,False,False,False,False,False,False
True,True,True,False,False,False,2.5,10,False,False,True,False,False,False
True,True,True,False,False,False,2.0,17,False,False,False,False,False,False
True,True,True,False,False,False,3.0,6,False,False,True,False,False,False
True,False,True,False,False,False,3.0,6,False,False,False,False,False,False
True,False,False,False,False,False,3.0,11,False,False,False,False,False,False
True,True,True,False,False,False,3.0,67,False,False,False,False,False,False
True,False,False,False,False,False,2.0,4,False,False,False,False,False,False
True,True,False,False,False,False,3.5,7,False,False,False,False,False,False
True,False,True,False,False,False,2.0,29,False,False,False,False,False,False
True,False,True,False,False,False,3.0,45,False,False,False,False,False,False
True,False,False,False,False,False,4.0,47,False,False,False,False,False,False
True,False,False,False,False,False,2.0,30,False,False,False,False,False,False
True,True,True,False,False,False,3.0,35,False,False,False,False,False,False
True,True,True,False,True,False,2.0,57,False,False,True,False,True,False
True,False,False,False,False,False,1.0,3,False,False,False,False,False,False
True,False,False,False,False,False,4.5,99,False,False,False,False,False,False
True,True,True,False,False,False,2.0,29,False,False,False,False,False,False
True,True,False,False,False,False,2.0,26,False,False,False,False,False,False
True,False,True,False,False,False,3.0,9,True,False,True,False,False,False
True,False,True,False,False,False,2.5,3,False,False,True,False,False,False
True,False,False,False,False,False,2.5,5,False,False,False,False,False,False
True,False,True,False,False,False,2.5,7,False,False,False,False,False,False
True,True,True,False,False,False,2.0,17,False,False,False,False,False,False
True,True,True,False,True,False,3.5,45,False,False,True,False,True,False
True,False,False,False,False,False,3.5,20,False,False,False,False,False,False
True,False,False,False,False,False,5.0,3,False,False,False,False,False,False
True,False,True,False,False,False,2.5,171,False,False,True,False,True,False
True,True,True,False,True,False,1.5,6,False,False,True,True,True,False
True,False,False,False,False,False,3.5,39,False,False,False,False,False,False
True,False,False,False,False,False,3.0,8,False,False,False,False,False,False
True,True,True,False,False,False,2.5,11,False,False,False,False,False,False
True,False,False,False,False,False,2.0,6,False,False,False,False,False,False
True,False,False,False,False,False,3.5,7,False,False,False,False,False,False
True,True,False,False,False,False,1.5,19,False,False,False,False,False,False
True,False,True,False,False,False,1.5,6,False,False,False,False,False,False
True,True,False,False,False,False,4.0,3,False,False,False,False,False,False
True,True,True,False,True,False,4.0,88,False,False,True,False,True,False
True,True,True,False,True,False,2.0,12,False,False,True,True,True,False
True,True,True,False,True,False,2.0,67,False,False,True,False,False,False
True,True,False,False,False,False,3.5,90,False,False,False,False,False,False
True,True,True,False,False,False,4.0,51,False,False,True,False,True,False
True,True,True,False,False,False,2.0,73,False,False,False,False,False,False
True,False,False,False,False,False,3.0,6,False,False,False,False,False,False
True,False,False,False,False,False,2.0,3,False,False,False,False,False,False
True,True,True,False,False,False,2.0,4,False,False,False,False,False,False
True,False,False,False,False,False,3.0,26,False,False,False,False,False,False
True,True,False,False,False,False,2.0,12,False,False,False,False,False,False
False,False,False,False,False,False,2.5,4,False,False,False,False,False,False
True,False,True,False,False,False,2.0,26,False,True,True,True,False,False
True,True,True,False,False,False,1.5,11,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,True,False,False,False,False,2.0,27,False,False,False,False,False,False
True,True,True,False,False,False,3.0,69,False,False,False,False,False,False
True,False,True,False,False,False,3.5,8,True,False,False,False,False,False
True,False,True,False,True,False,2.0,37,False,False,True,True,True,False
True,False,True,False,False,False,3.5,10,False,False,False,False,False,False
True,False,True,False,False,False,2.5,15,False,False,False,False,False,False
True,True,True,False,False,False,3.0,10,False,False,True,False,False,False
True,True,True,False,False,False,2.5,33,False,False,False,False,False,False
True,False,True,False,False,False,2.0,36,False,False,False,False,False,False
True,False,True,False,False,False,3.0,43,False,False,False,False,False,False
True,True,True,False,True,False,2.5,45,False,False,True,False,True,False
True,True,False,False,False,False,2.0,47,False,False,False,False,False,False
True,False,False,False,False,False,3.5,55,False,False,False,False,False,False
True,False,False,False,False,False,1.5,17,False,False,False,False,False,False
True,False,True,False,True,False,2.5,8,False,False,False,True,True,False
True,True,True,False,False,False,3.5,23,False,False,False,False,False,False
True,False,False,False,False,False,3.0,5,False,False,False,False,False,False
True,False,True,False,False,False,4.0,49,False,False,False,False,False,False
True,False,False,False,False,False,3.0,4,False,False,False,False,False,False
True,True,True,False,False,False,1.0,10,False,False,False,False,False,False
True,True,False,False,False,False,3.5,112,False,False,False,False,False,False
True,True,True,False,True,False,3.0,33,False,False,False,True,True,False
True,True,False,False,False,False,2.0,14,False,False,False,False,False,False
True,False,False,False,False,False,4.0,4,False,False,False,False,False,False
True,False,False,False,False,False,2.0,3,False,False,False,False,False,False
True,True,True,False,True,False,2.0,19,False,False,False,True,True,False
True,True,True,False,False,False,2.0,12,False,False,False,False,False,False
True,False,True,False,False,False,2.0,15,False,False,False,False,False,False
True,False,True,False,False,False,1.5,80,True,False,False,False,False,False
True,False,True,False,False,False,2.0,7,False,False,False,False,False,False
